submission_id,household_id,enum_name,start_time,end_time,submission_date,district,subcounty,gps_lat,gps_lon,hh_size,gender_hh_head,age_hh_head,plot_area_acres,trees_per_acre,coffee_varieties,yield_kg,price_per_kg,uses_fertilizer,fertilizer_type,training_attended,training_topics,satisfaction_1,satisfaction_2,satisfaction_3,satisfaction_4,satisfaction_5
uuid:00319,HH-KIR-0319,B. Nakato,2026-05-21T11:33:00,2026-05-21T12:09:00,2026-05-21,Kiruhura,Kicuzi,-0.14242,30.74701,5,female,43.0,1.75,627.0,KR10 KR2 KR3 KR7,1129.8,4460.0,yes,organic,no,,5,5,2,1,5
uuid:00387,HH-IBA-0387,D. Mugisha,2026-05-18T10:53:00,2026-05-18T11:39:00,2026-05-18,Ibanda,Nyamarebe,-0.1177,30.62389,5,female,36.0,4.87,620.0,KR3 KR5,3216.6,5587.0,no,,no,,4,4,4,4,4
uuid:00186,HH-IBA-0186,A. Tumusiime,2026-05-26T14:35:00,2026-05-26T15:26:00,2026-05-26,Ibanda,Nyamarebe,-0.14921,30.51698,3,male,29.0,1.18,555.0,KR10,6136.0,5016.0,yes,organic,yes,shade_mgmt,1,2,1,3,2
uuid:00408,HH-IBA-0408,A. Tumusiime,2026-05-13T14:27:00,2026-05-13T15:12:00,2026-05-13,Ibanda,Rukiri,-0.25749,30.49137,1,male,38.0,3.06,495.0,KR9,2477.8,5437.0,yes,DAP,no,,2,3,3,4,3
uuid:00021,HH-IBA-0021,D. Mugisha,2026-05-05T12:45:00,2026-05-05T13:20:00,2026-05-05,Ibanda,Kicuzi,-0.05319,30.45336,9,female,51.0,1.16,475.0,KR10 KR5 KR6,883.1,5091.0,yes,DAP,no,,3,3,3,3,3
uuid:00102,HH-IBA-0102,A. Tumusiime,2026-05-09T16:30:00,2026-05-09T17:10:00,2026-05-09,Ibanda,Rukiri,-0.0751,30.55025,7,male,52.0,4.63,395.0,KR3 KR5 KR6 KR9,2350.6,6097.0,yes,NPK,no,,5,5,2,2,5
uuid:00008,HH-RUB-0008,C. Kyomuhendo,2026-05-14T13:22:00,2026-05-14T13:25:00,2026-05-14,Rubirizi,Bisheshe,-0.1398,30.06436,6,female,40.0,3.67,486.0,KR3 KR6 KR9,1833.6,5093.0,yes,NPK,no,,2,1,4,4,5
uuid:00049,HH-KIR-0049,B. Nakato,2026-05-25T08:32:00,2026-05-25T08:53:00,2026-05-25,Kiruhura,Nyamarebe,-0.03194,30.84752,6,male,53.0,1.22,384.0,KR2 KR9,883.6,5169.0,no,,yes,pest_scouting post_harvest shade_mgmt,3,1,3,1,4
uuid:00094,HH-KIR-0094,E. Ainembabazi,2026-05-18T09:21:00,2026-05-18T09:58:00,2026-05-18,Kiruhura,Kicuzi,-0.12578,30.87315,10,male,38.0,3.45,449.0,KR1 KR6 KR7,2150.0,5305.0,no,NPK,no,,4,3,3,1,5
uuid:00122,HH-RUB-0122,C. Kyomuhendo,2026-05-27T12:43:00,2026-05-27T12:48:00,2026-05-27,Rubirizi,Rukiri,-0.12503,30.0867,61,female,50.0,4.64,452.0,KR7,2968.7,5404.0,no,,yes,post_harvest,5,4,5,2,2
uuid:90001,HH-IBA-0132,A. Tumusiime,2026-05-15T13:33:00,2026-05-15T14:02:00,2026-05-15,Ibanda,Kicuzi,-0.02505,30.624,9,female,72.0,2.21,420.0,KR2 KR3 KR7,1546.4,5621.0,Yes,DAP,no,,5,3,4,2,1
uuid:00089,HH-RUB-0089,F. Byaruhanga,2026-05-09T11:48:00,2026-05-09T12:25:00,2026-05-09,Rubirizi,Rukiri,-0.35014,30.14173,7,female,36.0,2.0,452.0,KR1 KR3 KR7 KR9,831.3,5015.0,no,,no,,2,4,1,2,3
uuid:00247,HH-KIR-0247,B. Nakato,2026-05-19T11:50:00,2026-05-19T12:24:00,2026-05-19,Kiruhura,Kicuzi,-0.36868,31.03609,9,female,50.0,2.19,409.0,KR1 KR2 KR3,1501.4,5848.0,no,,yes,pest_scouting pruning shade_mgmt,2,5,3,1,1
uuid:00014,HH-RUB-0014,C. Kyomuhendo,2026-05-13T16:38:00,2026-05-13T16:46:00,2026-05-13,Rubirizi,Kicuzi,-0.31215,30.05285,10,male,46.0,3.53,499.0,KR6 KR9,2046.3,5153.0,no,,no,,5,2,4,2,3
uuid:00103,HH-KIR-0103,B. Nakato,2026-05-06T14:21:00,2026-05-06T14:51:00,2026-05-06,Kiruhura,Nyamarebe,-0.26085,30.72829,4,female,43.0,0.63,418.0,KR1 KR3,440.4,4574.0,no,,no,,1,5,1,2,4
uuid:00208,HH-KIR-0208,E. Ainembabazi,2026-05-25T16:48:00,2026-05-25T17:28:00,2026-05-25,Kiruhura,Rukiri,-0.17036,30.75771,2,male,34.0,5.2,326.0,KR10,2400.0,4229.0,yes,NPK,yes,pest_scouting post_harvest pruning,1,2,3,1,2
uuid:90004,HH-IBA-0384,A. Tumusiime,2026-05-06T08:40:00,2026-05-06T09:14:00,2026-05-06, Ibanda ,Rukiri,0.0111,30.50435,6,MALE,41.0,0.79,459.0,KR3 KR7,730.7,5574.0,yes,organic,no,,5,2,4,1,5
uuid:00401,HH-RUB-0401,F. Byaruhanga,2026-05-15T08:41:00,2026-05-15T09:27:00,2026-05-15,Rubirizi,Kicuzi,-0.23985,30.22499,1,male,51.0,2.13,465.0,KR3,1328.2,4140.0,yes,DAP,yes,post_harvest pruning shade_mgmt stumping,5,1,4,2,1
uuid:00031,HH-KIR-0031,B. Nakato,2026-05-21T12:43:00,2026-05-21T13:13:00,2026-05-21,Kiruhura,Bisheshe,-0.09654,30.87446,7,male,59.0,2.09,550.0,KR10 KR2 KR9,1645.3,4602.0,yes,DAP,no,,3,2,5,3,1
uuid:00283,HH-KIR-0283,B. Nakato,2026-05-15T13:58:00,2026-05-15T14:43:00,2026-05-15,Kiruhura,Rukiri,-0.11191,30.85525,2,male,48.0,2.44,487.0,KR2 KR7,1162.9,5172.0,yes,organic,yes,pest_scouting pruning stumping,5,4,3,4,4
uuid:00232,HH-KIR-0232,E. Ainembabazi,2026-05-24T12:00:00,2026-05-24T12:37:00,2026-05-24,Kiruhura,Rukiri,-1.62,29.1,9,male,58.0,1.45,324.0,KR2 KR5 KR6 KR7,800.0,5373.0,no,,yes,pest_scouting stumping,5,2,2,5,3
uuid:00301,HH-KIR-0301,B. Nakato,2026-05-22T11:37:00,2026-05-22T12:25:00,2026-05-22,Kiruhura,Bisheshe,-0.09977,30.74474,7,male,41.0,0.67,418.0,KR10 KR6 KR7,577.7,5718.0,Yes,DAP,no,,3,3,1,4,3
uuid:00077,HH-RUB-0077,F. Byaruhanga,2026-05-11T13:59:00,2026-05-11T14:38:00,2026-05-11,Rubirizi,Nyamarebe,-0.2487,30.14703,4,male,67.0,4.44,403.0,KR3 KR9,2017.6,5153.0,yes,DAP,no,,3,4,3,4,2
uuid:00253,HH-KIR-0253,B. Nakato,2026-05-04T12:25:00,2026-05-04T13:13:00,2026-05-04,Kiruhura,Nyamarebe,-0.07517,30.74323,9,male,45.0,2.04,475.0,KR10 KR7,1133.1,5788.0,no,,yes,pest_scouting pruning shade_mgmt,1,5,3,1,5
uuid:00088,HH-KIR-0088,E. Ainembabazi,2026-05-15T10:22:00,2026-05-15T10:57:00,2026-05-15,Kiruhura,Bisheshe,-0.15421,30.85097,6,male,39.0,1.12,507.0,KR10 KR2 KR9,900.0,5125.0,no,,no,,1,4,3,4,3
uuid:00132,HH-IBA-0132,A. Tumusiime,2026-05-15T13:33:00,2026-05-15T14:02:00,2026-05-15,Ibanda,Kicuzi,-0.02505,30.624,9,female,72.0,2.21,420.0,KR2 KR3 KR7,1546.4,5621.0,yes,DAP,no,,5,3,4,2,1
uuid:00048,HH-IBA-0048,A. Tumusiime,2026-05-27T13:22:00,2026-05-27T13:56:00,2026-05-27,Ibanda,Nyamarebe,-0.15576,30.33724,5,female,50.0,7.13,639.0,KR10 KR2 KR3 KR5,5514.8,4197.0,yes,NPK,no,,2,3,2,4,3
uuid:00111,HH-IBA-0111,D. Mugisha,2026-05-20T14:12:00,2026-05-20T15:03:00,2026-05-20,Ibanda,Nyamarebe,-0.25729,30.37987,7,male,42.0,1.96,611.0,KR7 KR9,1556.4,4970.0,no,,no,,4,1,2,5,4
uuid:00204,HH-IBA-0204,A. Tumusiime,2026-05-18T10:25:00,2026-05-18T11:09:00,2026-05-18,Ibanda,Kicuzi,-0.0091,30.4408,4,male,51.0,1.46,434.0,KR10,913.3,5085.0,no,,no,,3,5,5,3,4
uuid:00047,HH-RUB-0047,F. Byaruhanga,2026-05-10T15:03:00,2026-05-10T15:39:00,2026-05-10,Rubirizi,Bisheshe,-0.27447,30.11745,4,male,40.0,4.31,574.0,KR1,2684.6,4622.0,yes,DAP,no,,4,5,5,4,1
uuid:00104,HH-RUB-0104,C. Kyomuhendo,2026-05-25T14:30:00,2026-05-25T14:40:00,2026-05-25,Rubirizi,Bisheshe,-0.25179,30.23615,4,male,35.0,3.44,333.0,KR2,1354.1,4481.0,yes,DAP,yes,post_harvest pruning shade_mgmt,1,1,3,2,5
uuid:00056,HH-RUB-0056,C. Kyomuhendo,2026-05-19T12:47:00,2026-05-19T12:52:00,2026-05-19,Rubirizi,Kicuzi,-0.36362,30.25559,1,male,48.0,3.27,388.0,KR5,1832.4,4634.0,yes,organic,no,,3,3,2,1,5
uuid:00311,HH-RUB-0311,F. Byaruhanga,2026-05-18T13:50:00,2026-05-18T14:26:00,2026-05-18,Rubirizi,Nyamarebe,-0.23079,30.06102,4,male,43.0,3.57,443.0,KR5 KR9,1260.7,5472.0,no,,no,,4,2,5,5,1
uuid:00202,HH-KIR-0202,E. Ainembabazi,2026-05-20T16:20:00,2026-05-20T16:40:00,2026-05-20,Kiruhura,Bisheshe,-0.38683,30.79537,9,male,44.0,1.3,530.0,KR1 KR10 KR3 KR5,800.0,4484.0,yes,organic,no,,4,2,5,3,3
uuid:00371,HH-RUB-0371,F. Byaruhanga,2026-05-12T09:09:00,2026-05-12T09:57:00,2026-05-12,Rubirizi,Bisheshe,-0.28279,30.09302,1,male,,9.64,,KR2 KR9,5308.8,,yes,organic,yes,pest_scouting post_harvest pruning,4,4,4,1,3
uuid:00250,HH-KIR-0250,E. Ainembabazi,2026-05-18T12:37:00,2026-05-18T13:14:00,2026-05-18,Kiruhura,Bisheshe,-0.35215,30.845,4,male,63.0,1.34,398.0,KR2 KR3 KR7 KR9,950.0,5653.0,yes,DAP,yes,pruning shade_mgmt stumping,5,5,3,1,2
uuid:00178,HH-KIR-0178,E. Ainembabazi,2026-05-13T15:28:00,2026-05-13T16:06:00,2026-05-13,Kiruhura,Nyamarebe,-0.33304,30.79042,9,male,46.0,2.26,569.0,KR2,1000.0,3583.0,yes,NPK,yes,pest_scouting,4,2,1,1,3
uuid:00137,HH-RUB-0137,F. Byaruhanga,2026-05-10T15:46:00,2026-05-10T16:28:00,2026-05-10,Rubirizi,Rukiri,-0.23602,30.16509,10,male,57.0,1.13,276.0,KR3 KR5 KR6 KR9,921.2,5132.0,yes,organic,yes,pest_scouting pruning shade_mgmt stumping,5,2,1,5,2
uuid:00285,HH-IBA-0285,D. Mugisha,2026-05-14T09:51:00,2026-05-14T10:36:00,2026-05-14,Ibanda,Rukiri,-0.18058,30.52006,5,female,53.0,3.71,395.0,KR2 KR5 KR7 KR9,2148.0,4486.0,yes,organic,no,,4,4,4,4,4
uuid:90002,HH-KIR-0307,B. Nakato,2026-05-17T14:25:00,2026-05-17T15:02:00,2026-05-17,Kiruhura,Rukiri,-0.29404,30.93157,6,male,24.0,1.44,538.0,KR10 KR2 KR3,1178.4,4875.0,yes,DAP,no,,4,1,3,4,3
uuid:00281,HH-RUB-0281,F. Byaruhanga,2026-05-04T15:23:00,2026-05-04T15:56:00,2026-05-04,Rubirizi,Nyamarebe,-0.38675,30.23186,7,male,47.0,0.68,578.0,KR2 KR6 KR7 KR9,556.2,5866.0,yes,organic,no,,3,1,2,5,3
uuid:00003,HH-IBA-0003,D. Mugisha,2026-05-18T12:38:00,2026-05-18T13:12:00,2026-05-18,Ibanda,Rukiri,-0.07178,30.32068,5,male,62.0,2.55,427.0,KR6 KR9,1501.0,4941.0,yes,NPK,no,,3,3,3,3,3
uuid:00189,HH-IBA-0189,D. Mugisha,2026-05-22T10:02:00,2026-05-22T10:40:00,2026-05-22,Ibanda,Rukiri,-0.23276,30.58336,3,male,48.0,5.41,458.0,KR1 KR3 KR6,1236.2,4815.0,no,,no,,4,4,4,4,4
uuid:00091,HH-KIR-0091,B. Nakato,2026-05-22T15:18:00,2026-05-22T16:12:00,2026-05-22,Kiruhura,Bisheshe,-0.19171,31.01894,4,male,32.0,5.07,475.0,KR2 KR6,4920.5,5159.0,yes,organic,yes,pest_scouting,1,5,2,5,5
uuid:00260,HH-RUB-0260,C. Kyomuhendo,2026-05-27T14:35:00,2026-05-27T14:42:00,2026-05-27,Rubirizi,Bisheshe,-0.31707,30.1608,7,male,30.0,3.06,370.0,KR10 KR3 KR6 KR9,2332.2,5704.0,yes,organic,yes,pest_scouting shade_mgmt stumping,2,2,2,1,2
uuid:00367,HH-KIR-0367,B. Nakato,2026-05-04T15:31:00,2026-05-04T16:04:00,2026-05-04,Kiruhura,Kicuzi,-0.21652,30.73854,5,male,63.0,1.97,606.0,KR1 KR10 KR7,883.0,5579.0,no,,no,,4,3,5,5,1
uuid:00375,HH-IBA-0375,D. Mugisha,2026-05-22T14:12:00,2026-05-22T14:52:00,2026-05-22,Ibanda,Rukiri,-0.01523,30.30228,8,male,64.0,1.79,544.0,KR7,878.5,4727.0,no,,no,,5,5,5,5,5
uuid:00276,HH-IBA-0276,A. Tumusiime,2026-05-05T16:22:00,2026-05-05T16:56:00,2026-05-05,Ibanda,Nyamarebe,-0.23816,30.37377,4,male,73.0,0.95,688.0,KR2 KR3 KR5 KR9,507.5,4283.0,yes,DAP,no,,5,2,1,2,2
uuid:00291,HH-IBA-0291,D. Mugisha,2026-05-18T08:56:00,2026-05-18T09:44:00,2026-05-18,Ibanda,Rukiri,-0.02194,30.43687,10,male,36.0,0.66,399.0,KR1 KR10 KR2,519.6,5407.0,yes,DAP,yes,pest_scouting pruning shade_mgmt stumping,4,3,4,1,4
uuid:00050,HH-RUB-0050,C. Kyomuhendo,2026-05-14T15:24:00,2026-05-14T15:30:00,2026-05-14,Rubirizi,Bisheshe,-0.1696,30.03607,4,female,57.0,1.38,355.0,KR1,881.9,4417.0,no,,no,,1,3,5,2,5
uuid:00057,HH-IBA-0057,D. Mugisha,2026-05-09T10:39:00,2026-05-09T11:16:00,2026-05-09,Ibanda,Rukiri,-0.04684,30.60564,8,female,44.0,0.63,403.0,KR10 KR3 KR5 KR7,335.4,4828.0,no,,no,,3,3,3,3,3
uuid:00195,HH-IBA-0195,D. Mugisha,2026-05-11T13:08:00,2026-05-11T13:53:00,2026-05-11,Ibanda,Kicuzi,-0.26693,30.59457,11,MALE,53.0,5.16,506.0,KR1,2622.7,4377.0,yes,NPK,no,,3,3,3,3,3
uuid:00369,HH-IBA-0369,D. Mugisha,2026-05-08T12:33:00,2026-05-08T13:09:00,2026-05-08,Ibanda,Kicuzi,-0.07522,30.4565,4,male,52.0,1.06,473.0,KR6 KR7,589.9,5639.0,no,,no,,3,3,3,3,3
uuid:00164,HH-RUB-0164,C. Kyomuhendo,2026-05-24T10:11:00,2026-05-24T10:19:00,2026-05-24,Rubirizi,Kicuzi,-0.12739,30.2391,1,male,69.0,5.6,280.0,KR2 KR5 KR7 KR9,4772.9,5131.0,yes,DAP,no,,4,1,2,5,5
uuid:00239,HH-RUB-0239,F. Byaruhanga,2026-05-09T16:44:00,2026-05-09T17:25:00,2026-05-09,Rubirizi,Rukiri,-0.24821,30.20419,5,male,54.0,1.38,432.0,KR2,1016.9,5022.0,no,,yes,post_harvest,4,4,2,2,3
uuid:00309,HH-IBA-0309,D. Mugisha,2026-05-04T16:17:00,2026-05-04T17:01:00,2026-05-04,Ibanda,Kicuzi,-0.15828,30.51732,2,male,44.0,6.23,530.0,KR1 KR5 KR6 KR7,3690.0,4930.0,yes,NPK,no,pruning shade_mgmt,4,4,4,4,4
uuid:00059,HH-RUB-0059,F. Byaruhanga,2026-05-06T16:31:00,2026-05-06T17:19:00,2026-05-06,Rubirizi,Kicuzi,-0.20048,29.97222,5,female,41.0,1.86,449.0,KR10 KR5,1237.9,4551.0,no,,no,,3,4,5,2,5
uuid:00026,HH-RUB-0026,C. Kyomuhendo,2026-05-12T09:15:00,2026-05-12T09:19:00,2026-05-12,Rubirizi,Bisheshe,-0.28427,30.06026,6,male,49.0,1.56,293.0,KR5,990.0,5498.0,yes,NPK,yes,pest_scouting post_harvest,2,1,5,2,5
uuid:00144,HH-IBA-0144,A. Tumusiime,2026-05-15T09:37:00,2026-05-15T10:22:00,2026-05-15,Ibanda,Bisheshe,-0.35766,30.57955,11,female,45.0,0.88,549.0,KR7 KR9,349.9,4368.0,yes,NPK,no,,2,3,4,3,1
uuid:00025,HH-KIR-0025,B. Nakato,2026-05-10T10:28:00,2026-05-10T11:05:00,2026-05-10,Kiruhura,Bisheshe,-0.2839,30.88455,5,male,43.0,2.3,648.0,KR5 KR9,1375.6,5033.0,yes,DAP,yes,pest_scouting shade_mgmt stumping,2,1,4,3,5
uuid:00353,HH-RUB-0353,F. Byaruhanga,2026-05-20T14:30:00,2026-05-20T15:01:00,2026-05-20,Rubirizi,Kicuzi,-0.12643,30.12654,8,male,,2.44,,KR1 KR2,1085.8,,no,,yes,pest_scouting pruning shade_mgmt stumping,4,4,5,3,4
uuid:00303,HH-IBA-0303,D. Mugisha,2026-05-26T14:12:00,2026-05-26T14:59:00,2026-05-26,Ibanda,Rukiri,-0.33625,30.43274,9,male,27.0,1.78,479.0,KR7,666.0,5756.0,no,,no,,3,3,1,4,4
uuid:00141,HH-IBA-0141,D. Mugisha,2026-05-18T15:04:00,2026-05-18T15:36:00,2026-05-18,Ibanda,Nyamarebe,-0.13157,30.68388,7,male,47.0,3.65,481.0,KR5 KR7,1282.2,5971.0,no,,no,,3,3,3,3,3
uuid:00328,HH-KIR-0328,E. Ainembabazi,2026-05-24T15:16:00,2026-05-24T15:54:00,2026-05-24,Kiruhura,Kicuzi,-0.22251,30.79477,8,male,44.0,1.83,499.0,KR2,900.0,4915.0,yes,organic,yes,pest_scouting pruning stumping,3,1,4,4,1
uuid:00315,HH-IBA-0315,D. Mugisha,2026-05-14T08:25:00,2026-05-14T09:02:00,2026-05-14,Ibanda,Rukiri,-0.11503,30.37287,9,male,19.0,2.51,529.0,KR2 KR5 KR6 KR9,1552.0,5620.0,yes,NPK,no,,5,5,5,5,5
uuid:00156,HH-IBA-0156,A. Tumusiime,2026-05-14T14:16:00,2026-05-14T14:53:00,2026-05-14,Ibanda,Kicuzi,-0.07484,30.5016,9,female,54.0,1.8,441.0,KR10,907.7,6126.0,yes,organic,no,,1,4,5,2,2
uuid:00081,HH-IBA-0081,D. Mugisha,2026-05-12T15:30:00,2026-05-12T16:12:00,2026-05-12,Ibanda,Rukiri,-0.03706,30.53083,8,male,61.0,3.32,408.0,KR1 KR10,1569.4,6207.0,yes,DAP,yes,post_harvest shade_mgmt,2,1,4,2,4
uuid:00130,HH-KIR-0130,E. Ainembabazi,2026-05-16T15:16:00,2026-05-16T16:03:00,2026-05-16,Kiruhura,Kicuzi,-0.34247,30.70747,7,male,31.0,1.37,514.0,KR7,1000.0,6294.0,no,,no,,5,5,1,4,1
uuid:00355,HH-KIR-0355,B. Nakato,2026-05-06T16:53:00,2026-05-06T17:26:00,2026-05-06, Kiruhura ,Rukiri,-0.22734,30.9042,5,female,50.0,10.19,486.0,KR1 KR10,5036.3,5671.0,yes,DAP,no,,3,4,2,2,2
uuid:00415,HH-KIR-0415,B. Nakato,2026-05-04T12:14:00,2026-05-04T12:29:00,2026-05-04,Kiruhura,Nyamarebe,-0.25244,30.79948,8,male,30.0,3.46,567.0,KR10 KR5 KR9,1796.6,3976.0,no,,no,,3,4,5,2,4
uuid:00297,HH-IBA-0297,D. Mugisha,2026-05-12T13:20:00,2026-05-12T13:51:00,2026-05-12,Ibanda,Nyamarebe,-0.19046,30.35978,1,female,35.0,2.62,576.0,KR10,1413.2,6813.0,no,,yes,pest_scouting pruning shade_mgmt stumping,5,5,5,5,5
uuid:00173,HH-RUB-0173,F. Byaruhanga,2026-05-09T09:17:00,2026-05-09T09:41:00,2026-05-09,Rubirizi,Nyamarebe,-0.3591,30.20718,5,male,,1.77,,KR1,1136.6,,no,,yes,pest_scouting pruning stumping,3,1,4,5,4
uuid:00217,HH-KIR-0217,B. Nakato,2026-05-06T13:36:00,2026-05-06T14:07:00,2026-05-06,Kiruhura,Bisheshe,-0.11185,30.91378,4,female,50.0,1.77,504.0,KR3 KR7 KR9,1134.2,4990.0,yes,organic,yes,pest_scouting post_harvest pruning shade_mgmt,5,4,4,3,1
uuid:00085,HH-KIR-0085,B. Nakato,2026-05-11T11:35:00,2026-05-11T12:21:00,2026-05-11,Kiruhura,Kicuzi,-0.3093,30.72591,5,male,19.0,1.63,563.0,KR1 KR10 KR2 KR5,732.7,5147.0,yes,organic,no,,5,5,5,2,5
uuid:00256,HH-KIR-0256,E. Ainembabazi,2026-05-11T09:58:00,2026-05-11T10:23:00,2026-05-11,Kiruhura,Rukiri,-0.23136,30.97936,2,male,42.0,3.31,407.0,KR1 KR5 KR6,1600.0,6651.0,no,,no,,2,3,2,2,2
uuid:00261,HH-IBA-0261,D. Mugisha,2026-05-19T15:24:00,2026-05-19T16:06:00,2026-05-19,Ibanda,Kicuzi,-0.12161,30.41767,5,female,44.0,2.23,441.0,KR1 KR10 KR7 KR9,1897.3,5205.0,no,,yes,shade_mgmt,4,5,3,5,3
uuid:00147,HH-IBA-0147,D. Mugisha,2026-05-19T10:26:00,2026-05-19T11:11:00,2026-05-19,Ibanda,Kicuzi,-0.14396,30.51604,10,male,70.0,2.37,473.0,KR1 KR2 KR6 KR7,2680.3,4959.0,no,,no,,3,3,3,3,3
uuid:00222,HH-IBA-0222,A. Tumusiime,2026-05-27T10:33:00,2026-05-27T11:14:00,2026-05-27,Ibanda,Bisheshe,-0.12889,30.49363,7,male,28.0,0.99,383.0,KR1 KR2 KR6 KR7,393.4,4716.0,yes,NPK,no,,2,1,2,4,1
uuid:00190,HH-KIR-0190,E. Ainembabazi,2026-05-21T12:20:00,2026-05-21T13:11:00,2026-05-21,Kiruhura,Kicuzi,-0.13119,30.87487,4,male,76.0,4.41,354.0,KR10,2200.0,4867.0,yes,NPK,no,,5,1,2,5,4
uuid:00317,HH-RUB-0317,F. Byaruhanga,2026-05-23T14:24:00,2026-05-23T15:12:00,2026-05-23,Rubirizi,Kicuzi,-0.28934,30.12007,2,male,60.0,1.54,502.0,KR10 KR5 KR9,711.2,4516.0,no,,yes,pest_scouting post_harvest pruning stumping,1,5,5,4,4
uuid:00278,HH-RUB-0278,C. Kyomuhendo,2026-05-27T15:15:00,2026-05-27T15:20:00,2026-05-27,Rubirizi,Kicuzi,-0.2664,30.16241,6,male,52.0,2.0,429.0,KR9,909.9,5042.0,no,,no,,5,4,5,5,4
uuid:00365,HH-RUB-0365,F. Byaruhanga,2026-05-24T08:20:00,2026-05-24T08:48:00,2026-05-24,Rubirizi,Nyamarebe,-0.33801,30.09259,5,MALE,,4.96,,KR1 KR9,4081.1,,yes,NPK,no,,5,3,5,3,5
uuid:00399,HH-IBA-0399,D. Mugisha,2026-05-25T15:45:00,2026-05-25T16:24:00,2026-05-25,Ibanda,Bisheshe,-0.13016,30.48942,7,male,37.0,2.71,546.0,KR6 KR7,1396.1,5853.0,yes,DAP,yes,pest_scouting pruning stumping,1,1,4,5,1
uuid:00138,HH-IBA-0138,A. Tumusiime,2026-05-27T12:26:00,2026-05-27T12:50:00,2026-05-27,Ibanda,Kicuzi,0.01016,30.58247,5,male,34.0,1.56,236.0,KR3 KR5 KR6 KR9,794.2,4419.0,no,,no,,1,1,5,2,1
uuid:00368,HH-RUB-0368,C. Kyomuhendo,2026-05-08T10:56:00,2026-05-08T11:00:00,2026-05-08,Rubirizi,Kicuzi,-0.39865,30.1739,6,female,34.0,1.64,537.0,KR5 KR7,8528.0,4904.0,no,,yes,pest_scouting,2,2,2,4,4
uuid:00166,HH-KIR-0166,E. Ainembabazi,2026-05-16T14:34:00,2026-05-16T15:19:00,2026-05-16,Kiruhura,Nyamarebe,-0.23807,30.86496,7,female,38.0,3.23,347.0,KR1 KR2 KR7 KR9,1050.0,5242.0,yes,organic,no,,1,1,5,3,2
uuid:00342,HH-IBA-0342,A. Tumusiime,2026-05-23T12:46:00,2026-05-23T13:21:00,2026-05-23,Ibanda,Rukiri,-0.19665,30.41495,4,male,61.0,5.23,366.0,KR3 KR5 KR6,3690.9,5650.0,no,,no,,1,3,4,5,4
uuid:00243,HH-IBA-0243,D. Mugisha,2026-05-24T10:01:00,2026-05-24T10:49:00,2026-05-24,Ibanda,Bisheshe,-0.12075,30.42406,3,female,57.0,1.47,636.0,KR2 KR6,841.6,4888.0,yes,NPK,yes,post_harvest pruning stumping,4,4,4,4,4
uuid:00382,HH-KIR-0382,E. Ainembabazi,2026-05-11T09:35:00,2026-05-11T10:07:00,2026-05-11,Kiruhura,Nyamarebe,-0.23506,30.83035,4,male,65.0,0.56,358.0,KR7,350.0,5320.0,Yes,organic,no,,4,1,2,4,5
uuid:00262,HH-KIR-0262,E. Ainembabazi,2026-05-15T09:39:00,2026-05-15T10:26:00,2026-05-15, Kiruhura ,Nyamarebe,-0.35082,30.78179,6,female,67.0,6.38,575.0,KR9,5100.0,5229.0,yes,DAP,no,,2,2,4,5,5
uuid:00123,HH-IBA-0123,D. Mugisha,2026-05-18T13:46:00,2026-05-18T14:14:00,2026-05-18,Ibanda,Kicuzi,-0.04561,30.43305,5,male,51.0,5.01,452.0,KR1 KR2 KR3 KR5,708.1,5504.0,no,,yes,pest_scouting post_harvest shade_mgmt,2,3,1,2,3
uuid:00327,HH-IBA-0327,D. Mugisha,2026-05-06T09:55:00,2026-05-06T10:34:00,2026-05-06,Ibanda,Rukiri,-0.15665,30.47127,6,male,64.0,1.2,489.0,KR10 KR3 KR7 KR9,812.0,5168.0,no,,no,,4,4,4,4,4
uuid:00113,HH-RUB-0113,F. Byaruhanga,2026-05-05T12:19:00,2026-05-05T12:47:00,2026-05-05,Rubirizi,Kicuzi,-0.27007,30.07035,8,MALE,,2.62,,KR10 KR7 KR9,1545.5,,yes,organic,no,,3,2,1,1,3
uuid:00255,HH-IBA-0255,D. Mugisha,2026-05-06T13:40:00,2026-05-06T14:14:00,2026-05-06,Ibanda,Kicuzi,1.94,33.61,9,male,52.0,3.32,281.0,KR1 KR3 KR5 KR7,1407.0,4989.0,no,,yes,pest_scouting shade_mgmt stumping,2,4,1,2,5
uuid:00024,HH-IBA-0024,A. Tumusiime,2026-05-23T09:28:00,2026-05-23T10:03:00,2026-05-23,Ibanda,Rukiri,-0.00527,30.57385,5,MALE,21.0,5.23,527.0,KR5 KR6,2342.4,5141.0,yes,organic,no,,5,4,3,1,1
uuid:00305,HH-RUB-0305,F. Byaruhanga,2026-05-20T11:08:00,2026-05-20T11:40:00,2026-05-20,Rubirizi,Kicuzi,-0.22132,30.03783,6,female,36.0,2.39,448.0,KR1 KR10 KR2 KR6,1803.3,5223.0,no,,no,,4,2,5,2,3
uuid:00213,HH-IBA-0213,D. Mugisha,2026-05-22T14:44:00,2026-05-22T15:33:00,2026-05-22,Ibanda,Bisheshe,-0.10644,30.66979,7,male,59.0,2.13,659.0,KR6 KR7,1112.4,6725.0,yes,organic,no,,2,5,2,2,5
